,Book Author,Book Owner,Book Title,Publication Year
99,Ezra Pound   ,Ezra Pound,Quia pauper amavi,1919
100,Ezra Pound   ,Ezra Pound,[Selected Pound material in The egoist],1919
101,Ezra Pound   ,Ezra Pound,Social credit: an impact (1935),1951
102,Ezra Pound              ,e.e. cummings,"A lume spento, 1908-1958",1958
103,Ezra Pound              ,e.e. cummings,"A Lume Spento, and Other Early Poems",1965
104,Ezra Pound,Ernest Hemingway,ABC of economics,9999
105,Ezra Pound,Ernest Hemingway,ABC of reading,9999
106,Ezra Pound,Ernest Hemingway,"A lume spento, 1908-1958",1958
107,Ezra Pound,Ernest Hemingway,Antheil and the treatise on harmony,1924
108,Ezra Pound,Ernest Hemingway,"Cantos 91, 96",1958
109,Ezra Pound,Ernest Hemingway,"A draft of XVI Cantos of Ezra Pound for the beginning of a poem of some length, now first made into a book with initials",1925
110,Ezra Pound,Ernest Hemingway,A draft of XXX cantos,1933
111,Ezra Pound,Ernest Hemingway,Gaudier-Brzeska: a memoir,1916
112,Ezra Pound,Ernest Hemingway,Guide to kulchur,1938
113,Ezra Pound,Ernest Hemingway,Guide to kulchur,1938
114,Ezra Pound,Ernest Hemingway,"If This Be Treason . . .” e.e. cummings/examined. James Joyce: to his memory. A French Accent. Canto 45."" Blast.",1948
115,Ezra Pound,Ernest Hemingway,Lavoro ed usura: tre saggi,1954
116,Ezra Pound,Ernest Hemingway,"The letters of Ezra Pound, 1907-1941",1950
117,Ezra Pound,Ernest Hemingway,"The letters of Ezra Pound, 1907-1941",1950
118,Ezra Pound,Ernest Hemingway,Lustra,9999
119,Ezra Pound,Ernest Hemingway,Make it new: essays,9999
120,Ezra Pound,Ernest Hemingway,Pavannes and divagations,1958
121,Ezra Pound,Ernest Hemingway,Pavannes and divagations,1958
122,Ezra Pound,Ernest Hemingway,Pavannes and divisions,9999
123,Ezra Pound,Ernest Hemingway,"Personæ: the collected poems, including Ripostes, Lustra, Homage to Sextus Propertius, H.S. Mauberley",1926
124,Ezra Pound,Ernest Hemingway,"Personæ: the collected poems, including Ripostes, Lustra, Homage to Sextus Propertius, H.S. Mauberley",1926
125,Ezra Pound,Ernest Hemingway,Profile: an anthology collected in MCMXXXII,1932
126,Ezra Pound,Ernest Hemingway,"A sampler from the new book: The letters of Ezra Pound, 1907-1941",1950
127,Ezra Pound,Ernest Hemingway,Selected poems,1933
128,Ezra Pound,Ernest Hemingway,Selected poems,1928
129,Ezra Pound,Ernest Hemingway,The translations of Ezra Pound,9999
130,Ezra Pound,Ernest Hemingway,Umbra: the early poems of Ezra Pound,1920
131,Ezra Pound,Ernest Hemingway,Active anthology,1933
132,Ezra Pound,Ernest Hemingway,The exile,1927
133,Ezra Pound,Ernest Hemingway,The exile,1927
134,Ezra Pound              ,e.e. cummings,Tre cantos,1954
135,Ezra Pound              ,e.e. cummings,"Cantos 91, 96",1958
136,Ezra Pound              ,e.e. cummings,Cantos et poèmes choisis,1958
137,Ezra Pound              ,e.e. cummings,I cantos,1961
138,Ezra Pound              ,e.e. cummings,Cantos LII - LXXI,1940
139,Ezra Pound              ,e.e. cummings,The cantos,1948
140,Ezra Pound              ,e.e. cummings,Cantares,1960
141,Ezra Pound              ,e.e. cummings,Catai,1959
142,Ezra Pound              ,e.e. cummings,Cathay,1915
143,Ezra Pound  ,W.B. Yeats,The Exile 1,1927
144,Ezra Pound  ,W.B. Yeats,The Exile 1,1927
145,Ezra Pound  ,W.B. Yeats,The Exile 4,1928
146,Ezra Pound  ,W.B. Yeats,Canzoni,1911
147,Ezra Pound  ,W.B. Yeats,Cathay,1915
148,Ezra Pound  ,W.B. Yeats,A draft of XVI cantos of Ezra Pound : for the beginning of a poem of some length,1925
149,Ezra Pound  ,W.B. Yeats,A draft of the cantos 17-27 of Ezra Pound ; initials by Gladys Hynes,1928
150,Ezra Pound  ,W.B. Yeats,A draft of XXX cantos,1933
151,Ezra Pound  ,W.B. Yeats,Exultations of Ezra Pound,1909
152,Ezra Pound  ,W.B. Yeats,Exultations of Ezra Pound,1909
153,Ezra Pound  ,W.B. Yeats,"Gaudier-Brzeska, a memoir : including the published writings of the sculptor : and a selection from his letters",1916
154,Ezra Pound  ,W.B. Yeats,Homage to Sextus Propertius,1934
155,Ezra Pound  ,W.B. Yeats,"Indiscretions, or, Une revue de deux mondes",1923
156,Ezra Pound  ,W.B. Yeats,"Instigations of Ezra Pound, together with an essay on the Chinese written character",1920
157,Ezra Pound  ,W.B. Yeats,Lustra of Ezra Pound,1916
158,Ezra Pound  ,W.B. Yeats,Lustra of Ezra Pound : with earlier poems,1917
159,Ezra Pound  ,W.B. Yeats,Lustra of Ezra Pound,1916
160,Ezra Pound  ,W.B. Yeats,Pavannes and divisions,1918
161,Ezra Pound  ,W.B. Yeats,Personae of Ezra Pound,1909
162,Ezra Pound  ,W.B. Yeats,Personæ: the collected poems of Ezra Pound,1926
163,Ezra Pound  ,W.B. Yeats,"A quinzaine for this Yule being selected from a Venetian sketch-book, ""San Trovaso""",1908
164,Ezra Pound  ,W.B. Yeats,"A quinzaine for this Yule being selected from a Venetian sketch-book, ""San Trovaso""",1908
165,Ezra Pound  ,W.B. Yeats,"Ripostes of Ezra Pound : whereto are appended the complete poetical works of T. E. Hulme, with prefatory note",1912
166,Ezra Pound  ,W.B. Yeats,"Ripostes of Ezra Pound : whereto are appended the complete poetical works of T. E. Hulme, with prefatory note",1912
167,Ezra Pound  ,W.B. Yeats,Social credit: an impact,1935
168,Ezra Pound  ,W.B. Yeats,The spirit of romance : an attempt to define somewhat the charm of the pre-Renaissance literature of Latin Europe,1910
169,Ezra Pound  ,W.B. Yeats,"Catholic anthology, 1914-1915",1915
170,Ezra Pound  ,W.B. Yeats,"Catholic anthology, 1914-1915",1915
171,Ezra Pound  ,W.B. Yeats,Des imagists: An Anthology,1914
172,Ezra Pound  ,W.B. Yeats,"Profile, an anthology collected in MCMXXXI",1932
173,Gertrude Stein              ,e.e. cummings,Wars I Have Seen,1945
174,Ezra Pound              ,e.e. cummings,Thrones: 96-109 De Los Cantares,1959
175,Ezra POUND              ,e.e. cummings,Section: Rock-Drill 85-95 de los cantares,1955
176,Ezra Pound              ,e.e. cummings,"Ripostes of Ezra Pound : whereto are appended the complete poetical works of T.E. Hulme, with prefatory note",1913
177,Ezra Pound              ,e.e. cummings,"Pound/Joyce: The Letters of Ezra Pound to James Joyce, with Pound's Essays on Joyce",1967
178,Ezra Pound              ,e.e. cummings,"Provenca : Poems selected from Personae, Exultations, and Canzoniere",1917
179,Ezra Pound              ,e.e. cummings,Poems 1918-21: Including three portraits and four cantos,1921
180,Ezra Pound              ,e.e. cummings,Selected Poems,1928
181,Ezra Pound              ,e.e. cummings,The Pisan Cantos,1948
182,Ezra Pound              ,e.e. cummings,Die Pisaner Gesänge,1956
183,Ezra Pound              ,e.e. cummings,"Personen = Masken : der ausgewählten Werke, erster Teil",1959
184,Ezra Pound              ,e.e. cummings,Personæ : The collected poems of Ezra Pound,1949
185,Ezra Pound              ,e.e. cummings,Papillon : quattuor epigrammata,1957
186,Ezra Pound              ,e.e. cummings,Patria mia,1950
187,Ernest Hemingway              ,e.e. cummings,A moveable feast,1964
188,Ernest Hemingway              ,e.e. cummings,Men without women,1927
189,Ezra Pound              ,e.e. cummings,Make it new,1934
190,Ezra Pound              ,e.e. cummings,Love poems of Ancient Egypt,1962
191,Ezra Pound              ,e.e. cummings,"The letters of Ezra Pound, 1907-1941",1950
192,Ezra Pound              ,e.e. cummings,"The letters of Ezra Pound, 1907-1941",1951
193,Ezra Pound              ,e.e. cummings,How to Read,1931
194,Ezra Pound              ,e.e. cummings,Henri Gaudier-Brzeska : con un manifesto vorticista,1957
195,Ezra Pound              ,e.e. cummings,Secondo biglietto da visita,1953
196,Ezra Pound              ,e.e. cummings,"Gaudier-Brzeska : A Memoir , Including the Published Writings of the Sculptor, and a Selection from His Letters with Thirty-Eight Illustrations, Consisting of Photographs of his Sculpture, and Four Portraits by Walter Benington, and Numerous Reproductions of Drawings",1916
197,Ezra Pound              ,e.e. cummings,The fifth decad of cantos,1940
198,Ernest Hemingway              ,e.e. cummings,Death in the afternoon,1932
199,Ezra Pound              ,e.e. cummings,Culture,1938
200,Ezra Pound              ,e.e. cummings,Concord and liberty,1964
201, Ezra Pound ,Virginia Woolf,Selected poems,1933
202, Ernest Hemingway ,Virginia Woolf,The Sun also Rises,1926
203, Gertrude Stein ,Virginia Woolf,Composition as Explanation,1926
204,Ernest Hemingway,James Joyce,The cantos of Ezra Pound: some testimonies,1933
205,Ezra Pound,James Joyce,Personae & exultations of Ezra Pound,1913
206,Ezra Pound,James Joyce,Ripostes of Ezra Pound: whereto are appended the complete poetical works of T. E. Hulme,1915
207,Ezra Pound,James Joyce,Sonnets and Ballate of Guido Cavalcanti,1912
208,Ernest Hemingway,James Joyce,A Farewell to Arms,1929
209,Ezra Pound,James Joyce,A Draft of XVI Cantos of Ezra Pound for the Beginning of a Poem of Some Length Now First Made into a Book with Initials by Henry Strater,1925
210,Ezra Pound,James Joyce,A Draft of the Cantos 17-27 of Ezra Pound,1928
211,Ezra Pound,James Joyce,A Draft of XXX Cantos,1930
212,Ezra Pound,James Joyce,A Draft of XXX Cantos,9999
213,Ezra Pound,James Joyce,Guido Cavalcanti Rime,1931
214,Ezra Pound,James Joyce,"Indiscretions: or, Une revue de deux mondes",1923
215,Ezra Pound,James Joyce,Profile: An Anthology Collected in MCMXXXI,1932
216,Ezra Pound,James Joyce,Cathay: translations,1915
217,Ezra Pound,James Joyce,Quia pauper amavi,1919
218,Gertrude Stein,Gertrude Stein,"Literally True : from To Do, a book of alphabets and birthdays for all children everywhere : a Christmas remembrance of Gertrude Stein",1947
219,Ernest Hemingway,Gertrude Stein,In Our Time,1924
220,Gertrude Stein,Gertrude Stein,"Absolutely Bob Brown ; or, Bobbed Brown. A (previously unpublished) portrait by Gertrude Stein",1955
221,Gertrude Stein,Gertrude Stein,To Bobchen Haas : a village : are you ready yet not yet,1957
222,Ernest Hemingway,Gertrude Stein,In Our Time,1925
223,Ernest Hemingway,Gertrude Stein,Three Stories & Ten Poems,1923
224,Gertrude Stein,Gertrude Stein,Brewsie et Willie. Traduit et introduit par Raymond Schwab,1947
225,Gertrude Stein,Gertrude Stein,Drei leben,1960
226,Gertrude Stein,Gertrude Stein,Is Dead,1937
227,Gertrude Stein,Gertrude Stein,A Book Concluding with As a Wife has a Cow : a love story,1926
228,Gertrude Stein,Gertrude Stein,The Autobiography of Alice B. Toklas,1933
229,Ezra Pound ,Edith Sitwell,The cantos of Ezra Pound,1948
230,Gertrude Stein ,Edith Sitwell,Geography and plays,1922
231,Gertrude Stein ,Edith Sitwell,The Gertrude Stein first reader & three plays,1946
232,Gertrude Stein ,Edith Sitwell,The Gertrude Stein first reader & three plays,1948
233,Ezra Pound ,Edith Sitwell,Literary essays,1954
234,Ezra Pound ,Edith Sitwell,Literary essays of Ezra Pound,1960
235,Gertrude Stein ,Edith Sitwell,"Lucy Church, amiably",1930
236,Gertrude Stein ,Edith Sitwell,The world is round,1939
237,Gertrude Stein,Gertrude Stein,Dix Portraits,1930
238,Gertrude Stein,Gertrude Stein,Portrait of Mabel Dodge at the Villa Curonia,1912
239,Gertrude Stein,Gertrude Stein,"Three Lives : The good Anna, Melanctha, The gentle Lena",1945
240,Gertrude Stein,Gertrude Stein,Tre esistenze,1940
241,Gertrude Stein,Gertrude Stein,The Gertrude Stein first reader & three plays,1946
242,Gertrude Stein ,Edith Sitwell,"A book concluding with As a wife has a cow, a love story",1926
243,Gertrude Stein,Gertrude Stein,Before the Flowers of Friendship Faded Friendship Faded,1931
244,Gertrude Stein,Gertrude Stein,Autobiografia di Alice Toklas,1938
245,Gertrude Stein,Edna St. Vincent Millay,Three Lives,9999
