,Book Author,Book Owner,Book Title,Publication Year
49,Rubert Royce Allyn,Ernest Hemingway,Water wagon; through Florida waterways by scow and outboard motor,1952
50,[N.auth],Ernest Hemingway,Almanaque agrícola nacional,1941
51,E. M. Almedingen,Ernest Hemingway,Frossia,1944
52,Hollis Alpert,Ernest Hemingway,The summer lovers,1958
53,Stewart Alsop,Ernest Hemingway,Sub rosa: the O.S.S. and American espionage,1946
54,Joseph Alexander Altsheler,Ernest Hemingway,The Great Sioux Trail: a story of mountain and plain,1923
55,Basilio Alvarez,Ernest Hemingway,España en crisol: Carta-prólogo del ministro de España F. Jimenez de Asua,1937
56,Marcelino [Marcelo] Alvarez,Ernest Hemingway,Las competencias: Bomba-Gallo-Machaco-Pastor,1911
57,Julio Alvarez del Vayo,Ernest Hemingway,Freedom's battle,1940
58,[N.auth],Ernest Hemingway,Albatross almanac for 1933,1933
59,Armando Alvarez Pedroso,Ernest Hemingway,Cristóbâl Colón: Biografía del descubridor,1944
60,[N.auth],Ernest Hemingway,The albatross book of American short stories,1935
61,George Sumner Albee,Ernest Hemingway,"By the sea, by the sea: a novel",1960
62,José Amador de Los Rios,Ernest Hemingway,"Historia social, política y religiosa de los judíos de España y Portugal",1943
63,[N.auth],Ernest Hemingway,Gli alberghi in Italia,1936
64,Arturo Alberni,Ernest Hemingway,The eternal duality; a study in logic and morals,1947
65,Martha Albrand,Ernest Hemingway,Without orders,1943
66,Album Cubane,Ernest Hemingway,Avance revolucionario,1960
67,John T. Amber (ed.),Ernest Hemingway,Gun Digest,1958
68,George Amberg,Ernest Hemingway,Art in modern ballet,1947
69,Eric Ambler,Ernest Hemingway,Cause for alarm,1945
70,Federico M. Alcázar,Ernest Hemingway,Sánchez Mejiás: El torero y el hombre,1922
71,Eric Ambler,Ernest Hemingway,Intrigue,1943
72,Eric Ambler,Ernest Hemingway,Judgement on Deltchev,1951
73,Alcoholics Anonymous,Ernest Hemingway,Sedatives and the alcoholic,1952
74,Eric Ambler,Ernest Hemingway,The Schirmer inheritance,1953
75,Louisa May Alcott,Ernest Hemingway,Jo's boys,9999
76,Louisa May Alcott,Ernest Hemingway,Under the lilacs,1893
77,Richard Aldington,Ernest Hemingway,"All men are enemies, a romance",1933
78,Francis Ambrière,Ernest Hemingway,"Les grandes vacances, 1939-1945",9999
79,Richard Aldington,Ernest Hemingway,"The duke, being an account of the life and achievements of Arthur Wellesley, 1st Duke of Wellington",1943
80,Richard Aldington,Ernest Hemingway,Lawrence of Arabia: a biographical enquiry,1955
81,Léon Ameline,Ernest Hemingway,Ce qu'il faut connaître de la police et de ses mystères,1926
82,Richard Aldington,Ernest Hemingway,"The love of Myrrhine and Konallis, and other prose poems",1926
83,[N.auth],Ernest Hemingway,The Viking book of poetry of the English-speaking world,1941
84,Waldo Frank (ed.),Ernest Hemingway,America & Alfred Stieglitz: A collective portrait,1934
85,Mildred Aldrich,Ernest Hemingway,A hilltop on the Marne,9999
86,James Aldridge,Ernest Hemingway,The sea eagle,1944
87,Ciro Alegría,Ernest Hemingway,Broad and alien is the world,1941
88,American Automobile Association,Ernest Hemingway,Northeastern Tour Book,1939
89,James Waddell Alexander,Ernest Hemingway,Frank Harper; or the country-boy in town,9999
90,Sidney Alexander,Ernest Hemingway,The celluloid asylum,1951
91,Wilfrid Backhouse Alexander,Ernest Hemingway,"Birds of the ocean, a handbook for voyagers containing descriptions of all the sea-birds of the world, with notes on the",1928
92,American Automobile Association,Ernest Hemingway,Tour Book: Northeastern States,1947
93,American Automobile Association,Ernest Hemingway,Tour Book: Western States,1947
94,Wilfrid Backhouse Alexander,Ernest Hemingway,"Birds of the ocean; containing descriptions of all the seabirds of the world, with notes on their habits and guides to t",1954
95,American Automobile Association,Ernest Hemingway,"Western Tour Book, including Hawaiian Islands and Western Canada",1958
96,American Automobile Association,Ernest Hemingway,"Western Tour Book, including Hawaiian Islands and Western Canada",1947
97,American Automobile Association,Ernest Hemingway,"Motoring abroad, 1948",9999
98,Horatio Alger,Ernest Hemingway,"Rufus and rose, or, the fortunes of rough and ready",9999
99,Brooks Van Wyck,Ernest Hemingway,The American Caravan: a yearbook of American literature,1927
100,Nelson Algren,Ernest Hemingway,"Chicago, city on the make",1951
101,Nelson Algren,Ernest Hemingway,"The man with the golden arm, a novel",1949
102,Nelson Algren,Ernest Hemingway,The neon wilderness,1960
103,Nelson Algren,Ernest Hemingway,The neon wilderness,1947
104,Nelson Algren,Ernest Hemingway,Never come morning,1942
105,Nelson Algren,Ernest Hemingway,A walk on the wild side,1956
106,American Kennel Club,Ernest Hemingway,Toy dogs: the breeds and standards as recognized by the American Kennel Club,1935
107,Ted Allan,Ernest Hemingway,This time a better earth; a novel,1939
108,American Museum of Natural History. New York City.,Ernest Hemingway,Birds of Paradise,1945
109,Ted Allan,Ernest Hemingway,"The scalpel, the sword: the story of Dr. Norman Bethune",1952
110,Ethan Allen,Ernest Hemingway,Major league baseball: technique and tactics,1940
111,Frederick Lewis Allen,Ernest Hemingway,"The big change: America transforms itself, 1900-1950",1952
112,Frederick Lewis Allen,Ernest Hemingway,The great Pierpont Morgan,1949
113,Henry Allen,Ernest Hemingway,The blue mustang,1957
114,Henry Allen,Ernest Hemingway,The tall men,1954
115,Henry Allen,Ernest Hemingway,Pillars of the sky,1956
116,Herbert Warner Allen,Ernest Hemingway,The wines of France,1924
117,Hervey Allen,Ernest Hemingway,Anthony Adverse in America,1949
118,Hervey Allen,Ernest Hemingway,Anthony Adverse in Italy,1953
119,Jerry Allen,Ernest Hemingway,The adventures of Mark Twain,1954
120,Robert S. Allen,Ernest Hemingway,The Truman merry-go-round,1950
121,Robert Sharon Allen (ed.),Ernest Hemingway,Our fair city,1950
122,Walter Ernest Allen,Ernest Hemingway,The English novel; a short critical history,1955
123,[N.auth],Ernest Hemingway,Writers on writing,1959
124,American Museum of Natural History. New York City.,Ernest Hemingway,General guide to the American Museum of Natural History,1956
125,American Museum of Natural History. New York City.,Ernest Hemingway,General guide to the American Museum of Natural History,1956
126,Francesca Raimonde La Monte,Ernest Hemingway,On the biology of the Atlantic marlins: Makaira ampla and Makaira albida,1958
127,[N.auth],Ernest Hemingway,"The American racing manual, 1946",9999
128,[N.auth],Ernest Hemingway,"The American racing manual, 1949",9999
129,[N.auth],Ernest Hemingway,"The American racing manual, 1951",9999
130,Cleveland Amory,Ernest Hemingway,The last resorts,1952
131,Cleveland Amory,Ernest Hemingway,The Proper Bostonians,1947
132,Cleveland Amory,Ernest Hemingway,Who killed society?,1960
133,Karl Baedeker (Firm),Ernest Hemingway,Italy from the Alps to Naples abridged handbook for travellers,1909
134,Alfred Andersch,Ernest Hemingway,Flight to afar,1958
135,Karl Baedeker,Ernest Hemingway,Spain and Portugal: handbook for travellers,1913
136,Henry Philip Bernard Baerlein,Ernest Hemingway,"Belmonte, the matador",1934
137,Hans Christian Andersen,Ernest Hemingway,Andersen's fairy tales,1942
138,Hans Christian Andersen,Ernest Hemingway,Contes d'Andersen,1930
139,Henry Philip Bernard Baerlein,Ernest Hemingway,Dreamy rivers,9999
140,Hans Christian Andersen,Ernest Hemingway,Fiabe,1954
141,Ventura Bagüés,Ernest Hemingway,Al hilo de las tablas: episodios taurinos,1948
142,Hans Christian Andersen,Ernest Hemingway,Hans Andersen's Fairy Tales,9999
143,Ventura Bagüés,Ernest Hemingway,Efemérides taurinas : hoy hace años (Segunda serie de julio a diciembre),1928
144,Ventura Bagüés,Ernest Hemingway,Efemérides taurinas,9999
145,M. Bielmann,Ernest Hemingway,Der Aufbruch der Jugend Zum Expressionismus: Deutsche Geistesgeschichte [seit] 1895 in schönen Büchern,9999
146,Jerome Bahr,Ernest Hemingway,"The linen suit, and other stories",1957
147,Jerome Bahr,Ernest Hemingway,The platinum tower,1939
148,Ambrose Bierce,Ernest Hemingway,The collected writings,1946
149,Ambrose Bierce,Ernest Hemingway,Tales of soldiers & civilians,1943
150,[N.auth],Ernest Hemingway,Big game hunting,1946
151,Francis Hill Bigelow,Ernest Hemingway,Historic silver of the Colonies and its makers,1941
152,Jerome Bahr,Ernest Hemingway,"Wooden fox, twilight for the dead, tonight there is rain, nra day, hello, lover! [Typescripts]",9999
153,Henry Christopher Bailey,Ernest Hemingway,The apprehensive dog: a Reggie Fortune novel,1942
154,Earl Derr Biggers,Ernest Hemingway,"Charlie Chan's caravan: The chinese parrot, The black camel, Charlie Chan carries on",1929
155,Eileen Bigland,Ernest Hemingway,Into China,1940
156,Henry Christopher Bailey,Ernest Hemingway,The bishop's crime,1941
157,Francesco Bigliazzi,Ernest Hemingway,How to visit Florence and its neighborhood: an artistic illustrated guide,1949
158,Fernand Biguet,Ernest Hemingway,La pêche à la ligne d'aujourd'hui,1929
159,Henry Christopher Bailey,Ernest Hemingway,The queen of spades: a Joshua Clunk mystery,1944
160,Henry Christopher Bailey,Ernest Hemingway,The twittering bird mystery,1938
161,Fernand Biguet,Ernest Hemingway,"Pour apprendre à pêcher les petits poissons: Ablette, chabot, goujon, vairon, vandoise",1935
162,Liberty Hyde Bailey,Ernest Hemingway,Hortus,9999
163,Ray Allen Billington,Ernest Hemingway,Westward expansion; a history of the American frontier,1949
164,André Billy,Ernest Hemingway,Vie de Balzac,1944
165,John Bainbridge,Ernest Hemingway,Garbo,1955
166,John Edwin Bakeless,Ernest Hemingway,Daniel Boone,1939
167,Carlos Heard Baker,Ernest Hemingway,A friend in power,1958
168,James K. Binder,Ernest Hemingway,One step forward: the correct comedy of not being god,1951
169,Carlos Heard Baker,Ernest Hemingway,"Hemingway and his critics, an international anthology",1961
170,Archie Binns,Ernest Hemingway,Mighty mountain,1940
171,André Birabeau,Ernest Hemingway,Revelation,1930
172,Carlos Heard Baker,Ernest Hemingway,Hemingway: scrittore e artista,1954
173,Carlos Heard Baker,Ernest Hemingway,Hemingway: the writer as artist,1952
174,Charles Henry Baker,Ernest Hemingway,"The Esquire culinary companion, being an exotic cookery book; or, Around Europe with knife, fork, and spoon",1959
175,D. Percival Lea Birch,Ernest Hemingway,Sea fishing,9999
176,Charles Henry Baker,Ernest Hemingway,The gentleman's companion,1939
177,Charles Henry Baker,Ernest Hemingway,The gentleman's companion,1946
178,[N.auth],Ernest Hemingway,Birds in natural colors: a monthly serial [bound edition],1899
179,Baron Christopher Bromhead Birdwood,Ernest Hemingway,"A continent decides; introducing two new members in the great and diverse family of the Commonwealth, and some of the problems which they offer for our understanding and solution",1953
180,Clyde Baker,Ernest Hemingway,"Modern gunsmithing: a manual of firearms design, construction and remodeling, for amateurs and professionals",1933
181,Dorothy (Dodds) Baker,Ernest Hemingway,Young man with a horn,9999
182,Edward Mayer Baker,Ernest Hemingway,Short stories in the name of truth,1958
183,George Baker,Ernest Hemingway,He is God: Father Divine's message to the world,1956
184,Ray Stannard Baker,Ernest Hemingway,American chronicle; the autobiography of Ray Stannard Baker,1945
185,Samuel White Baker,Ernest Hemingway,"The Albert N'Yanza, great basin of the Nile and explorations of the Nile sources",1874
186,Samuel White Baker,Ernest Hemingway,"The Albert N'Yanza, great basin of the Nile and explorations of the Nile sources",1867
187,Samuel White Baker,Ernest Hemingway,"Ismailïa: a narritive of the expedition to central Africa for the suppression of the slave trade. Organized by Ismail,",1875
188,Samuel White Baker,Ernest Hemingway,The Nile tributaries of Abyssinia and the sword hunters of the Hamran Arabs,9999
189,Samuel White Baker,Ernest Hemingway,The rifle and the hound in Ceylon,1890
190,Samuel White Baker,Ernest Hemingway,"Wild beasts and their ways: reminiscences of Europe, Asia, Africa, and America",1891
191,Sherman Baker,Ernest Hemingway,Hidden fire,1955
192,Charles Montague Bakewell,Ernest Hemingway,The story of the American Red Cross in Italy,1920
193,Glenn Balch,Ernest Hemingway,Hide-rack kidnapped,1939
194,William Balck,Ernest Hemingway,Tactics,1948
195,Hanson Weightman Baldwin,Ernest Hemingway,The price of power,1948
196,Hanson Weightman Baldwin,Ernest Hemingway,Sea fights and shipwrecks: true tales of the seven seas,1955
197,Hanson Weightman Baldwin,Ernest Hemingway,What the citizen should know about the Navy,1941
198,William Charles Baldwin,Ernest Hemingway,"African hunting and adventure from Natal to the Zambesi, including Lake Ngami, the Kalahari desert, & etc. from 1851 to",1863
199,Doris Bell Ball,Ernest Hemingway,The Port of London murders,1955
200,James Ballard,Ernest Hemingway,But a little moment,1950
201,Maturin Murray Ballou,Ernest Hemingway,"History of Cuba; or, notes of a traveller in the tropics, being a political, historical, and statistical account of the",1854
202,Consuelo Vanderbilt Balsan,Ernest Hemingway,The glitter and the gold,1953
203,Honoré de Balzac,Ernest Hemingway,Oberst Chabert,1950
204,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 1: La maison de chat-qui-pelote. La bal de Sceaux. La bourse. La vendetta.,1891
205,Honoré de Balzac,Ernest Hemingway,"Oeuvres complètes - Vol. 2: La fausse maîtress. Le paix du ménage. Etude de femme. Autre étude de femme, la Grande B",1891
206,Carel Birkby,Ernest Hemingway,It's a long way to Addis,1942
207,Carel Birkby,Ernest Hemingway,Native life in South Africa,1954
208,Hoffman Birney,Ernest Hemingway,The dice of God,1956
209,Lajos Biró,Ernest Hemingway,The private life of Henry VIII. Story and dialogue from the film.,9999
210,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 4: La femme de trente ans. La femme abandonée.,1891
211,Louis Edward Bisch,Ernest Hemingway,Be glad you're neurotic,1936
212,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 6: Modeste Mignon.,1891
213,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 7: Béatrix,1891
214,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 8: Le colonel Chabert. Honorine.,1891
215,Elizabeth Bishop,Ernest Hemingway,North & south,1946
216,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 10: Un début dans la vie. Madame Firmani. Le message. Le messe de l'athée.,1891
217,Herman Bishop,Ernest Hemingway,Your car is made to last,1942
218,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 12: Ursule Mirouet.,1891
219,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 13: Eugénie Grandet.,1891
220,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 15: Les célibataires: Un ménage de garçon [La Rabouilleuse].,1891
221,Jim Bishop,Ernest Hemingway,The day Lincoln was shot,1955
222,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 16: L'illustre Caudissart. La muse du département.,1891
223,Jim Bishop,Ernest Hemingway,The day Lincoln was shot,1955
224,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 18: Le lys dans la vallée.,1891
225,Jim Bishop,Ernest Hemingway,The Mark Hellinger story; a biography of Broadway and Hollywood,1952
226,Honoré de Balzac,Ernest Hemingway,"Oeuvres complètes - Vol. 19: Illusions perdues, I. Les delix poètes. Un grand homme de province à Paris.",1891
227,John Peale Bishop,Ernest Hemingway,Act of darkness,1935
228,Honoré de Balzac,Ernest Hemingway,"Oeuvres complètes - Vol. 20: Illusions perdues, II. Un grand homme de province à Paris (suite).",1891
229,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 22: Splendeurs et misères des courtisanes. I. Comment aiment les filles.,1891
230,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 26: La maison Nucingen. Les secrets de la princess de Cadignan Sarrazine. Facino Cane. Un hom,1892
231,John Peale Bishop,Ernest Hemingway,The collected essays of John Peale Bishop,1948
232,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 27: Les employés. Un prince de la Bohème. Gaudissart II. Pierre Grassou.,1892
233,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 29: Les parents pauvres: Le cousin Pons.,1892
234,John Peale Bishop,Ernest Hemingway,The collected poems of John Peale Bishop,1948
235,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 30: Les petits bourgeouis (part I).,1892
236,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 34: Le désputé d'Arcis (part I).,1892
237,John Peale Bishop,Ernest Hemingway,The collected poems of John Peale Bishop,1948
238,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 41: La recherche de l'absolu.,1892
239,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 42: Séraphita. Jesus-Christ en Flandre. Melmoth reconcilié. L'élixir de longue vie.,1892
240,John Peale Bishop,Ernest Hemingway,Many thousands gone,1931
241,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 43: Louis Lambert. Les proscrits. Adieu. Le réquisitionnaire. El verdugo.,1892
242,Richard Pike Bissell,Ernest Hemingway,"Say, darling; a new novel",1957
243,Richard Pike Bissell,Ernest Hemingway,A stretch on the river,1950
244,Sir James Gordon Partridge Bisset,Ernest Hemingway,Tramps and ladies; my early years in steamers,1959
245,Ruby Aurora Black,Ernest Hemingway,Eleanor Roosevelt: a biography,1940
246,Susan Leigh Blackford,Ernest Hemingway,"Letters from Lee's army; or, Memoirs of life in and out of the army in Virginia during the War Between the States",1947
247,W. W. Blackford,Ernest Hemingway,War years with Jeb Stuart,1945
248,Richard Doddridge Blackmore,Ernest Hemingway,Lorna Doone; a romance of Exmoor,9999
249,E.T. Ellis,Ernest Hemingway,Black's gardening dictionary,1921
250,William Garden Blaikie,Ernest Hemingway,The personal life of David Livingstone... chiefly from his unpublished journals and correspondence in the possession of,1881
251,Forrester Blake,Ernest Hemingway,Johnny Christmas : a novel,1948
252,Forrester Blake,Ernest Hemingway,Riding the mustang trail,1935
253,Forrester Blake,Ernest Hemingway,Wilderness passage,1958
254,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 44: Le chef-d'oeuvre inconnu. Les Marana. Un drame au bord de la mer. L'auberge rouge. Maître,1892
255,William J. Blake,Ernest Hemingway,The world is mine: the extravagant story of a modern Monte Cristo,1938
256,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 45: L'enfant maudit. Gambara. Massimilla Doni.,1892
257,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 46: Sur Catherine de Médicis. I. Le martyr calviniste. II. La confidence des Ruggieri. III. L,1892
258,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 47: Physiologie du mariage.,1892
259,Honoré de Balzac,Ernest Hemingway,Oeuvres complètes - Vol. 48: Petites misères de la vie conjugale,1892
260,Honoré de Balzac,Ernest Hemingway,The works of Honoré de Balzac (36 Volumes),1901
261,Griffing Bancroft,Ernest Hemingway,Lower California: a cruise; the flight of the least Petrel,1932
262,Lesley Blanch,Ernest Hemingway,The wilder shores of love,1955
263,Gian Andrea Bandini,Ernest Hemingway,Il libro del mare: Prose e poesio marinaresche.,1954
264,Ralph Bandini,Ernest Hemingway,"Men, fish and tackle: the story of J.A. Coxe as told to Ralph Bandini",1936
265,Lesley Blanch,Ernest Hemingway,The wilder shores of love,1954
266,Désiré Blanchet,Ernest Hemingway,"L'histoire de France à l'école: Leçons, récits, lectures, revisions. Cours élémentaire.",1912
267,Michael Blankfort,Ernest Hemingway,The big Yankee : the life of Carlson of the raiders,1947
268,Michael Blankfort,Ernest Hemingway,The brave and the blind,1940
269,Michael Blankfort,Ernest Hemingway,A time to live,1943
270,Paul Blanshard,Ernest Hemingway,American freedom and Catholic power,1949
271,Vicente Blasco Ibáñez,Ernest Hemingway,A los pies de Venus (los Borgia): novela,1926
272,Tallulah Bankhead,Ernest Hemingway,Tallulah: my autobiography,1952
273,Vicente Blasco Ibáñez,Ernest Hemingway,Arroz y tartana: novela,1894
274,Vincente Blasco Ibáñez,Ernest Hemingway,La barraca: novela,1898
275,Vicente Blasco Ibáñez,Ernest Hemingway,The four horsemen of the Apocalypse,1941
276,Pierre Barbellion,Ernest Hemingway,Lancer léger et poissons de sport,1941
277,Jules Amédée Barbey d'Aurevilly,Ernest Hemingway,L'ensorcelée,9999
278,Vicente Blasco Ibáñez,Ernest Hemingway,Novelas de la Costa Azul,9999
279,Thomas Barbour,Ernest Hemingway,Naturalist at large,1945
280,Thomas Barbour,Ernest Hemingway,A naturalist in Cuba,1945
281,Thomas Barbour,Ernest Hemingway,"That vanishing Eden, a naturalist's Florida",1945
282,Vicente Blasco Ibáñez,Ernest Hemingway,Vistas sudamericanas,1920
283,Ike Blasingame,Ernest Hemingway,Dakota cowboy: my life in the old days,1958
284,Henri Barbusse,Ernest Hemingway,"We others: stories of fate, love and pity",1918
285,[N.auth],Ernest Hemingway,Barcelona: Guía práctica de la ciudad,9999
286,Maurice Bardèche,Ernest Hemingway,The history of motion pictures,9999
287,F. Bleu,Ernest Hemingway,Antes y después de la guerra: medio siglo de toreo,1914
288,Pierre Bardel,Ernest Hemingway,Boxe 1944,1944
289,Karen Blixen [Isak Dinesen],Ernest Hemingway,Last tales,1957
290,Pierre Bardel,Ernest Hemingway,Cyclisme 1944,1944
291,Arturo Barea,Ernest Hemingway,The broken root,1951
292,Arturo Barea,Ernest Hemingway,The forge,1941
293,Karen Blixen [Isak Dinesen],Ernest Hemingway,Out of Africa,1952
294,Arturo Barea,Ernest Hemingway,The forging of a rebel,1946
295,Piero Bargellini,Ernest Hemingway,Caffè Michelangiolo,1944
296,Maurice Baring,Ernest Hemingway,"Half a minute's silence, and other stories",9999
297,Karen Blixen [Isak Dinesen],Ernest Hemingway,Out of Africa,1938
298,Maurice Baring,Ernest Hemingway,"R.F.C., H.Q., 1914-1918",1920
299,Karen Blixen [Isak Dinesen],Ernest Hemingway,Seven Gothic tales,9999
300,Eugenio Barisoni,Ernest Hemingway,Cacciatore de fussagno,1944
301,Karen Blixen [Isak Dinesen],Ernest Hemingway,Shadows on the grass,1960
302,A. L. Barker,Ernest Hemingway,Innocents: variations on a theme,1948
303,Karen Blixen [Isak Dinesen],Ernest Hemingway,Winter's tales,1942
304,James Barlow,Ernest Hemingway,The patriots,1960
305,Baron Bror von Blixen-Finecke,Ernest Hemingway,African hunter,1938
306,Alexander Barmine,Ernest Hemingway,One who survived - the life story of a Russian under the Soviets,1945
307,Harry Barnard,Ernest Hemingway,Independent man: the life of Senator James Couzens,1958
308,Lawrence G. Blochman,Ernest Hemingway,Wives to burn,1946
309,Jean Bloch-Michel,Ernest Hemingway,The flight into Egypt,1955
310,Georges Blond,Ernest Hemingway,The great story of whales,1955
311,Murray Teigh Bloom,Ernest Hemingway,Money of their own; the great counterfeiters,1957
312,Keppel Harcourt Barnard,Ernest Hemingway,A beginner's guide to South African shells,1951
313,Paul and Millicent Bloomfield (eds.),Ernest Hemingway,The traveler's companion: a travel anthology,9999
314,[N.auth],Ernest Hemingway,The Blue guide to Cuba. Season of 1937.,1937
315,[N.auth],Ernest Hemingway,The Blue guide to Cuba. Season of 1937.,1937
316,Keppel Harcourt Barnard,Ernest Hemingway,"A pictorial guide to South African fishes, marine and freshwater",1947
317,[N.auth],Ernest Hemingway,The Blue guide to Cuba. Season of 1940.,1940
318,Albert Coombs Barnes,Ernest Hemingway,The art in painting,1937
319,[N.auth],Ernest Hemingway,The Blue guide to Cuba. Season of 1948.,1948
320,[N.auth],Ernest Hemingway,The Blue guide to Cuba. Season of 1958.,1958
321,Djuna Barnes,Ernest Hemingway,Ryder,9999
322,Eric Wollencott Barnes,Ernest Hemingway,The lady of fashion; the life and the theatre of Anna Cora Mowatt,1954
323,Eric Wollencott Barnes,Ernest Hemingway,The man who lived twice: the biography of Edward Sheldon,1956
324,A. Coleman Blum,Ernest Hemingway,El verbo irregular en inglés,1958
325,Margaret Ayer Barnes,Ernest Hemingway,Westward passage,1931
326,David Irving Blumenstock,Ernest Hemingway,The ocean of air,1959
327,Edmund Charles Blunden,Ernest Hemingway,Undertones of war,9999
328,Godfrey Blunden,Ernest Hemingway,A room on the route,1947
329,David Enderby Blunt,Ernest Hemingway,Elephant,1933
330,Fernando Boada,Ernest Hemingway,Síntesis de su obra artística,1959
