,Book Author,Book Owner,Book Title,Publication Year
72,Vicente Blasco Ibáñez,Ernest Hemingway,A los pies de Venus (los Borgia): novela,1926
73,Vicente Blasco Ibáñez,Ernest Hemingway,The four horsemen of the Apocalypse,1941
74,Pierre Barbellion,Ernest Hemingway,Lancer léger et poissons de sport,1941
75,Vicente Blasco Ibáñez,Ernest Hemingway,Vistas sudamericanas,1920
76,Henri Barbusse,Ernest Hemingway,"We others: stories of fate, love and pity",1918
77,F. Bleu,Ernest Hemingway,Antes y después de la guerra: medio siglo de toreo,1914
78,Arturo Barea,Ernest Hemingway,The forge,1941
79,Karen Blixen [Isak Dinesen],Ernest Hemingway,Out of Africa,1938
80,Maurice Baring,Ernest Hemingway,"R.F.C., H.Q., 1914-1918",1920
81,Baron Bror von Blixen-Finecke,Ernest Hemingway,African hunter,1938
82,[N.auth],Ernest Hemingway,The Blue guide to Cuba. Season of 1937.,1937
83,[N.auth],Ernest Hemingway,The Blue guide to Cuba. Season of 1937.,1937
84,[N.auth],Ernest Hemingway,The Blue guide to Cuba. Season of 1940.,1940
85,Albert Coombs Barnes,Ernest Hemingway,The art in painting,1937
86,Margaret Ayer Barnes,Ernest Hemingway,Westward passage,1931
87,David Enderby Blunt,Ernest Hemingway,Elephant,1933
88,Giovanni Boccaccio,Ernest Hemingway,The most pleasant and delectable questions of love,1931
89,Maxwell Bodenheim,Ernest Hemingway,Sixty seconds,1929
90,Ethel Boileau,Ernest Hemingway,Clansmen,1936
91,Pio Baroja y Nessi,Ernest Hemingway,Locuras de Carnaval,1937
92,L. de Boisset,Ernest Hemingway,Les mouches du pêcheur de truites,1939
93,L. de Boisset,Ernest Hemingway,"L'ombre, poisson de sport",1941
94,Pio Baroja y Nessi,Ernest Hemingway,The lord of Labraz,1926
95,Pio Baroja y Nessi,Ernest Hemingway,Red dawn,1924
96,Joseph Michaël Thomas Barretto de Souza,Ernest Hemingway,Elementary equitation; principles of horseback-riding,1922
97,Eduardo Barriobero y Herrán,Ernest Hemingway,"El libro de la fiesta nacional: preceptiva, cronistas, censores",1931
98,Harlan Harland Barrows,Ernest Hemingway,Geography: Europe and Asia,1933
99,Nathaniel A. Barrows,Ernest Hemingway,Blow all ballast! The story of the Squalus,1940
100,John Bartlett,Ernest Hemingway,"Familiar Quotations: A Collection of Passages, Phrases, and Proverbs Traced to Their Sources in Ancient and Modern Lite",1940
101,Vernon Bartlett,Ernest Hemingway,Intermission in Europe; the life of a journalist and broadcaster,1938
102,[N.auth],Ernest Hemingway,"La Bataille du Jutland, racontée par les combattants",1927
103,[N.auth],Ernest Hemingway,The book of common prayer and administration of the sacraments and other rites and ceremonies of the church according to,1935
104,National Geographic Society,Ernest Hemingway,"The book of fishes: game fishes, food fishes, shellfish and curious citizens of American ocean shores, lakes and rivers",1924
105,National Geographic Society,Ernest Hemingway,"The book of fishes: game fishes, food fishes, shellfish and curious citizens of American ocean shores, lakes and rivers",1924
106,[N.auth],Ernest Hemingway,The book of saints: a dictionary of servants of God canonized by the Catholic Church. Extracted from the Roman & other martyrologies,1921
107,[N.auth],Ernest Hemingway,The book of the XV Brigade,1938
108,Giuseppe Antonio Borgese,Ernest Hemingway,Goliath: the march of fascism,1937
109,George Henry Borrow,Ernest Hemingway,The Bible in Spain,1923
110,Henry Borsook,Ernest Hemingway,Vitamins: what they are and how they can benefit you,1941
111,Lauro de Bosis,Ernest Hemingway,Icaro,1933
112,Charles K. Boston,Ernest Hemingway,The silver jackass,1941
113,James Boswell,Ernest Hemingway,"The life of Samuel Johnson, LL.D",1925
114,A.H. Batten Pooll,Ernest Hemingway,Some globe trottings with a rod,1937
115,Charles Baudelaire,Ernest Hemingway,Les fleurs du mal,1940
116,Charles Baudelaire,Ernest Hemingway,Morceaux choisis: Poëmes et proses,1939
117,James E. Baum,Ernest Hemingway,Savage Abyssinia,1927
118,Herbert Bayer,Ernest Hemingway,"Bauhaus, 1919-1928",1938
119,Joseph Warren Beach,Ernest Hemingway,"American fiction, 1920-1940",1941
120,Carleton Beals,Ernest Hemingway,The crime of Cuba,1933
121,Xavier Marcel Boulestin,Ernest Hemingway,Having crossed the channel,1934
122,Anatole Bourman,Ernest Hemingway,The tragedy of Nijinsky,1936
123,Charles Austin Beard,Ernest Hemingway,America in midpassage,1939
124,Norman Beasley,Ernest Hemingway,"Frank Knox, American; a short biography",1936
125,Elizabeth Bowen,Ernest Hemingway,Look at all those roses: short stories,1941
126,Cecil Walter Hardy Beaton,Ernest Hemingway,Time exposure,1941
127,Finlay Cochrane Beatson,Ernest Hemingway,Wellington: the Bidassoa and Nivelle,1931
128,Marjorie Bowen,Ernest Hemingway,"Great tales of horror: being a collection of strange stories of amazement, horror and wonder selected with an introducti",1933
129,Claude Gernade Bowers,Ernest Hemingway,The tragic era: the revolution after Lincoln,1929
130,José Becerra y Alvarez,Ernest Hemingway,El consultor taurino,1916
131,Claude Gernade Bowers,Ernest Hemingway,The tragic era: the revolution after Lincoln,1929
132,[N.auth],Ernest Hemingway,"La boxe anglaise & française, par les champions du ring",1911
133,Thomas Beer,Ernest Hemingway,Stephen Crane: a study in American letters,1924
134,[N.auth],Ernest Hemingway,Boxing,1928
135,Max Beerbohm,Ernest Hemingway,Zuleika Dobson,1911
136,Ernest Augustus Boyd,Ernest Hemingway,"Portraits: real and imaginary, being memories and impressions of friends and contemporaries with appreciations of divers",1924
137,John Bay Beith,Ernest Hemingway,The king's service : an informal history of the British infantry soldier,1938
138,James Boyd,Ernest Hemingway,Drums,1928
139,John Bay Beith,Ernest Hemingway,The willing horse,1921
140,James Boyd,Ernest Hemingway,Long Hunt,1930
141,James Boyd,Ernest Hemingway,Marching on,1927
142,James Boyd (ed.),Ernest Hemingway,The Free Company presents: a collection of plays about the meaning of America,1941
143,Vladimir Belayev,Ernest Hemingway,The old fortress: a trilogy,1931
144,Thomas Alexander Boyd,Ernest Hemingway,Mad Anthony Wayne,1929
145,John Boyes,Ernest Hemingway,The company of adventurers,1928
146,Joaquin Belda,Ernest Hemingway,La Revolución del 69: Novela comunista,1931
147,Kay Boyle,Ernest Hemingway,Monday night,1938
148,Kay Boyle,Ernest Hemingway,Short stories,1929
149,Neil Boyton,Ernest Hemingway,Whoopee! The story of a Catholic summer camp,1923
150,Charles Brackett,Ernest Hemingway,American colony,1929
151,Hugh Bradley,Ernest Hemingway,Havana: Cinderella's city,1941
152,Georges Braque,Ernest Hemingway,Testimony against Gertrude Stein. Supplement to Transition 1934-35 (no. 23).,1935
153,Braun et Compagnie,Ernest Hemingway,Musée des Thermes et de Cluny,1920
154,Charles Marcus Breder,Ernest Hemingway,Field book of marine fishes of the Atlantic coast from Labrador to Texas: being a short description of their characteris,1929
155,Mary Moore Bremer,Ernest Hemingway,New Orleans recipes,1932
156,Anita Brenner,Ernest Hemingway,"Your Mexican holiday: a modern guide, 1941-1942. Revised edition with complete motor maps and directory.",1941
157,André Breton,Ernest Hemingway,Nadja,1928
158,Douglas Herbert Bell,Ernest Hemingway,Wellington's officers,1938
159,Gertrude Lowthian Bell,Ernest Hemingway,The letters of Gertrude Bell,1927
160,Hugh MacLachlan Bell,Ernest Hemingway,Bahamas: isles of June,1934
161,Henry Bellamann,Ernest Hemingway,Kings Row,1940
162,Hilaire Belloc,Ernest Hemingway,Towns of destiny,1931
163,Joaquín Bellsolá,Ernest Hemingway,El toro de lidia,1912
164,Ludwig Bemelmans,Ernest Hemingway,Hotel Splendide,1941
165,Clare A. Briggs,Ernest Hemingway,Oh man! A bully collection of those inimitable human cartoons,1919
166,Clare A. Briggs,Ernest Hemingway,"Oh, Skin-nay! The days of real sport",1913
167,Ludwig Bemelmans,Ernest Hemingway,My war with the United States,1937
168,Ludwig Bemelmans,Ernest Hemingway,My war with the United States,1941
169,Manuel D. Benavides,Ernest Hemingway,El último pirata del Mediterráneo: reportaje,1934
170,Wallace Brockway,Ernest Hemingway,"Men of music: their lives, times and achievements",1939
171,Alter Brody (ed.),Ernest Hemingway,War and peace in Finland: a documented survey,1940
172,Robert Benchley,Ernest Hemingway,"The treasurer's report, and other aspects of community singing",1930
173,Vojta Bene_,Ernest Hemingway,Ten million prisoners (Protectorate Bohemia and Moravia),1940
174,Sir William Gurney Benham,Ernest Hemingway,"Putnam's dictionary of thoughts; a collection of quotations from British and American authors, with many thousands of pr",1930
175,René Benjamin,Ernest Hemingway,Clemenceau dans la retraite,1930
176,Arnold Bennett,Ernest Hemingway,The journal of Arnold Bennett [Vol. 3: 1921-1928],1933
177,Louis Bromfield,Ernest Hemingway,The rains came: a novel of modern India,1937
178,Charlotte Brontë,Ernest Hemingway,Jane Eyre,1924
179,Emily Brontë,Ernest Hemingway,Wuthering Heights,1935
180,Rupert Brooke,Ernest Hemingway,The collected poems of Rupert Brooke,1933
181,Van Wyck Brooks,Ernest Hemingway,"The flowering of New England, 1815-1865",1937
182,Van Wyck Brooks,Ernest Hemingway,New England: Indian summer,1940
183,Van Wyck Brooks,Ernest Hemingway,Opinions of Oliver Allston,1941
184,Bruce Brown,Ernest Hemingway,Arkansas tales: The old lady remembers when; Old Devlin and his wife; On relief.,1937
185,Harry Peter M'Nab Brown,Ernest Hemingway,The poem of Bunker Hill,1941
186,John Hart Brown,Ernest Hemingway,"Handbook of every-day French grammar, essential vocabulary, and intermediate and advanced exercises",1938
187,Zenith [Leslie Ford] Brown,Ernest Hemingway,Old lover's ghost,1940
188,Zenith [Leslie Ford] Brown,Ernest Hemingway,Road to folly,1940
189,Fernand Benoît,Ernest Hemingway,Les Baux,1935
190,Pierre Benoit,Ernest Hemingway,L'Atlantide: Roman,1920
191,Edward Frederick Benson,Ernest Hemingway,Final edition,1940
192,Stella Benson,Ernest Hemingway,The poor man,1922
193,Newell Bent,Ernest Hemingway,Jungle giants,1936
194,Edmund Clerihew Bentley,Ernest Hemingway,Trent's last case,1930
195,Bernard Berenson,Ernest Hemingway,"Italian pictures of the renaissance; a list of the principal artists and their works, with an index of places",1932
196,José Bergamín,Ernest Hemingway,El arte de birlibirloque (entendimiento del toreo),1930
197,Theos Bernard,Ernest Hemingway,Penthouse of the gods; a pilgrimage into the heart of Tibet and the sacred city of Lhasa,1939
198,Tristan Bernard,Ernest Hemingway,Autour du ring: Tableau de la boxe,1925
199,[N.auth],Ernest Hemingway,La agresión italiana. Documentos ocupados a las unidades italianas en la acción de Guadalajara,1937
200,Conrad Aiken,Ernest Hemingway,Bring! bring! and other stories,1925
201,Conrad Aiken,Ernest Hemingway,"Conversation, or, Pilgrim's progress",1940
202,Duncan Aikman,Ernest Hemingway,The all-American front,1940
203,Mary L. Jobe Akeley,Ernest Hemingway,Carl Akeley's Africa; the account of the Akeley-Eastman-Pomeroy African Hall Expedition of the American Museum of Natural History,1932
204,[N.auth],Ernest Hemingway,"Brown's nautical almanac (incorporating ""Pearson's nautical almanac""). Daily tide tables.",1938
205,Ethel Sutton Bruce,Ernest Hemingway,"Tennis, fundamentals and timing",1938
206,Pieter Brueghel,Ernest Hemingway,Die Gemälde Peter Brueghels des Älteren,1941
207,Pieter Brueghel,Ernest Hemingway,Pieter Brueghel le vieux,1936
208,William Arthur Bruette,Ernest Hemingway,"American duck, goose, and brant shooting",1934
209,Katharine Brush,Ernest Hemingway,This is on me,1940
210,George Sands Bryan,Ernest Hemingway,The great American myth,1940
211,Doris Bryant,Ernest Hemingway,"Care, feeding and training of cats in the modern manner: a handbook for cat owners",1936
212,John Buchan,Ernest Hemingway,The blanket of the dark,1932
213,John Buchan,Ernest Hemingway,Castle Gay,1932
214,John Buchan,Ernest Hemingway,The courts of the morning,1929
215,John Buchan,Ernest Hemingway,The dancing floor,1927
216,John Buchan,Ernest Hemingway,The free fishers,1934
217,John Buchan,Ernest Hemingway,The gap in the curtain,1932
218,John Buchan,Ernest Hemingway,The half-hearted,1922
219,John Buchan,Ernest Hemingway,The house of the four winds,1937
220,John Buchan,Ernest Hemingway,Huntingtower,1922
221,John Buchan,Ernest Hemingway,The Island of Sheep,1938
222,John Buchan,Ernest Hemingway,John Macnab,1927
223,John Buchan,Ernest Hemingway,The long traverse,1941
224,John Buchan,Ernest Hemingway,Mr. Standfast,1919
225,John Buchan,Ernest Hemingway,The power-house,1941
226,John Buchan,Ernest Hemingway,Prester John,1910
227,John Buchan,Ernest Hemingway,The Runagates club,1928
228,John Buchan,Ernest Hemingway,The thirty-nine steps,1915
229,John Buchan,Ernest Hemingway,The three hostages,1924
230,John Buchan,Ernest Hemingway,Witch wood,1927
231,Pearl S. Buck,Ernest Hemingway,The first wife and other stories,1933
232,Henry W. Buckley,Ernest Hemingway,Life and death of the Spanish republic,1940
233,Luigi Vittorio Bertarelli,Ernest Hemingway,Italie du Nord,1929
234,Luigi Vittorio Bertarelli,Ernest Hemingway,Veneto,1932
235,Alvah Cecil Bessie,Ernest Hemingway,Men in battle; a story of Americans in Spain,1939
236,Clarence Joseph Bulliet,Ernest Hemingway,"Art masterpieces in a Century of progress, fine arts exhibition at the Art Institute of Chicago",1933
237,Henry Lewis Betten,Ernest Hemingway,Upland game shooting,1940
238,Clarence Joseph Bulliet,Ernest Hemingway,The significant moderns and their pictures,1936
239,Marie Henri Beyle,Ernest Hemingway,The abbess of Castro and other tales,1926
240,Stendhal,Ernest Hemingway,The charterhouse of Parma,1925
241,Joel William Bunkley,Ernest Hemingway,"Military and naval recognition book: a handbook on the organization, insignia of rank of the world's armed forces, etiqu",1941
242,Marie Henri Beyle,Ernest Hemingway,The red and the black,1929
243,Leonida Biancolini,Ernest Hemingway,Lezioni di lingua spagnuola: corso teorico-pratico ad uso delle scuole medie e superiori,1928
244,[N.auth],Ernest Hemingway,The new testament of our lord and saviour Jesus Christ,1940
245,Ellis Parker Butler,Ernest Hemingway,"Dollarature: or, the drug-store book",1930
246,Frank Hedges Butler,Ernest Hemingway,"Wine and the wine land of the world, with some account of places visited",1926
247,Samuel Butler,Ernest Hemingway,The way of all flesh,1916
248,John P. Burch,Ernest Hemingway,Charles W. Quantrell: a true history of his guerrilla warfare on the Missouri and Kansas border during the civil war of,1925
249,Earl Buxton,Ernest Hemingway,Fishing and shooting,1924
250,Edward North Buxton,Ernest Hemingway,"Two African trips, with notes and suggestions on big game preservations in Africa",1902
251,Donn Byrne,Ernest Hemingway,Field of honor,1929
252,Richard Lloyd Burdsall,Ernest Hemingway,Men against the clouds: the conquest of Minya Konka,1935
253,Donn Byrne,Ernest Hemingway,O'Malley of Shanganagh,1925
254,Thomas Burke,Ernest Hemingway,More Limehouse nights,1921
255,Lord George Gordon Byron,Ernest Hemingway,The complete poetical works,1905
256,J.B. Burlace (ed.),Ernest Hemingway,Rowland Ward's sportsman's handbook to collecting and preserving trophies & specimens,1923
257,Baron George Gordon Byron Byron,Ernest Hemingway,"The letters of George Gordon, 6th Lord Byron",1933
258,James Branch Cabell,Ernest Hemingway,Jurgen: a comedy of justice,1927
259,James Branch Cabell,Ernest Hemingway,Something about Eve; a comedy of fig-leaves,1927
260,James Mallahan Cain,Ernest Hemingway,Mildred Pierce,1941
261,Louis S. Caine,Ernest Hemingway,Game fish of the South and how to catch them,1935
262,Erskine Caldwell,Ernest Hemingway,Jackpot : the short stories of Erskine Caldwell,1940
263,Erskine Caldwell,Ernest Hemingway,Tobacco road,1932
264,Edgar Calmer,Ernest Hemingway,Beyond the street,1934
265,Ricardo Calvo Martínez,Ernest Hemingway,Resumen taurino de 1930,1931
266,Ben Lucien Burman,Ernest Hemingway,Big river to cross: Mississippi life today,1940
267,Tony Burnand,Ernest Hemingway,Grosse bête et petit gibier,1937
268,Tony Burnand,Ernest Hemingway,"A la mouche: méthodes et matérial modernes pour la pêche à la mouche, de la truite, de l'ombre, du poisson blanc",1939
269,Tony Burnand,Ernest Hemingway,Vade Mecum du pêcheur à la mouche: Résumé de ce qu'il faut savoir sur le matériel et la technique modernes pour pec,1941
270,Alfred Higgins Burne,Ernest Hemingway,"Lee, Grant and Sherman: a study in leadership in the 1864-65 campaign",1939
271,William Riley Burnett,Ernest Hemingway,Goodbye to the past: scenes from the life of William Meadows,1934
272,Canadian National Exhibition,Ernest Hemingway,"Catalogue of paintings and sculpture by British, Swedish, and Canadian artists and international graphic art",1923
273,[N.auth],Ernest Hemingway,Canciones de guerra de las brigadas internacionales [2 vols.],1937
274,David Burnham,Ernest Hemingway,This our exile,1931
275,Frederick Russell Burnham,Ernest Hemingway,Scouting on two continents,1928
276,James Burnham,Ernest Hemingway,The managerial revolution: what is happening in the world,1941
277,Walter Noble Burns,Ernest Hemingway,Tombstone: an Iliad of the Southwest,1929
278,Sir Gerald Burrard,Ernest Hemingway,"The modern shotgun, vol 1: the gun",1931
279,Maxwell Struthers Burt,Ernest Hemingway,Powder river: let'er buck,1938
280,Charles Pierce Burton,Ernest Hemingway,"Bob's Hill meets the Andes: doings of the ""Band"" in South America as told in the ""Minutes of the meetin' """,1928
281,Jean Burton,Ernest Hemingway,Sir Richard Burton's wife,1941
282,Ernst Busch (ed.),Ernest Hemingway,Canciones de las brigadas internacionales por encargo de las brigadas internacionales,1938
283,Wilhelm Busch,Ernest Hemingway,Wilhelm Busch-album: humoristischer hausschatz mit 1500 bildern,1924
284,Kate Buss,Ernest Hemingway,Studies in the Chinese drama,1922
285,Miguel J. Bustos Cerecedo,Ernest Hemingway,Cauce: Poemas selectivos,1934
286,Elmer Ellis,Ernest Hemingway,Mr. Dooley's America,1941
287,Havelock Ellis,Ernest Hemingway,The soul of Spain,1937
288,Havelock Ellis,Ernest Hemingway,Studies in the psychology of sex,1936
289,Lincoln Ellsworth,Ernest Hemingway,Beyond horizons,1938
290,Paul Eluard,Ernest Hemingway,Thorns of thunder: selected poems,1936
291,Angna Enters,Ernest Hemingway,Love possessed Juana (Queen of Castile),1939
292,Emile Erckmann,Ernest Hemingway,The history of a conscript of 1813 and Waterloo,1916
293,Clayton Holt Ernst (ed.),Ernest Hemingway,Deep-river Jim's wilderness trail book,1937
294,Morris Leopold Ernst,Ernest Hemingway,To the pure: a study of obscenity and the censor,1928
295,John Erskine,Ernest Hemingway,Tristan and Isolde: restoring Palamede,1932
296,Esquire,Ernest Hemingway,The third new year: an etude in the key of frankness,1935
297,[N.auth],Ernest Hemingway,"The cantos of Ezra Pound: some testimonies by Ernest Hemingway, Ford Madox Ford, T.S. Eliot, Hugh Walpole, Archibald MacLeish, James Joyce and others",1933
298,Robert Cantwell,Ernest Hemingway,The land of plenty,1934
299,Robert Capa,Ernest Hemingway,"Death in the making: photography by Robert Capa and Gerda Taro, captions by Robert Capa",1938
300,[N.auth],Ernest Hemingway,"Capajon, fifty-four short stories published 1921-1933",1933
301,Ferruccia Cappi Bentivegna,Ernest Hemingway,"Valentina Visconti, Duchessa d'Orléans",1937
302,Francis Carco,Ernest Hemingway,Bohème d'artiste,1940
303,Francis Carco,Ernest Hemingway,Perversité: Roman,1925
304,Francis Carco,Ernest Hemingway,Printemps d'Espagne,1929
305,Harold G. Cardozo,Ernest Hemingway,"The march of a nation, my year of Spain's civil war",1937
306,Donald Thompson Carlisle,Ernest Hemingway,"The ordeal of Oliver Airedale; or, to the dogs and back: a satire with teeth in it",1941
307,Evans Fordyce Carlson,Ernest Hemingway,The Chinese Army : its organization and military efficiency,1940
308,Carl Lamson Carmer,Ernest Hemingway,Listen for a lonesome drum : a York State chronicle,1936
309,Angel Carmona,Ernest Hemingway,Consultor indicador taurino universal para profesionales y aficionados en general,1924
310,Angel Carmona,Ernest Hemingway,Consultor indicator taurino universal para profesionales y aficionados en general,1932
311,John Dickson Carr,Ernest Hemingway,The case of the constant suicides,1941
312,John Dickson Carr,Ernest Hemingway,The red widow murders,1941
313,John Dickson Carr,Ernest Hemingway,Seeing is believing,1941
314,Katie M. Carr,Ernest Hemingway,"Spirit-world teaching: Shirley Carson Jenney, clairaudient psychic",1939
315,Philip Carr,Ernest Hemingway,The English are like that,1941
316,José Carralero,Ernest Hemingway,Toros célebres,1930
317,Francesco Carreras y Candi,Ernest Hemingway,Folklore y costumbres de España [3 vol.],1931
318,José María Carretero,Ernest Hemingway,"Granero, el ídolo: Vida, amores y muerte del gladiador",1922
319,Hayden Carruth,Ernest Hemingway,"Track's End, being the narratives of Judson Pitcher's strange winter spent there as told by himself and edited by Hayden",1911
320,Carroll Carstairs,Ernest Hemingway,A generation missing,1930
321,Catherine MacFarlane Carswell,Ernest Hemingway,The savage pilgrimage; a narrative of D. H. Lawrence,1932
322,Ernestine Carter,Ernest Hemingway,"Bloody but unbowed, pictures of Britain under fire",1941
323,John Carter,Ernest Hemingway,An enquiry into the nature of certain nineteenth century pamphlets,1934
324,Joyce Cary,Ernest Hemingway,The African witch,1936
325,Joyce Cary,Ernest Hemingway,Herself surprised,1941
326,Stanley Casson,Ernest Hemingway,Progress and catastrophe: an anatomy of human adventure,1937
327,J. Castaréde,Ernest Hemingway,A complete treatise on the conjugation of French verbs,1924
328,J. Castaréde,Ernest Hemingway,"A complete treatise on the conjugation of French verbs, comprising the auxiliary verbs and numerous notes and remarks",1938
329,Emanuele di Castelbarco,Ernest Hemingway,Il viandante eterno: Versi,1921
330,John Caswell,Ernest Hemingway,Sporting rifles and rifle shooting,1920
331,[N.auth],Ernest Hemingway,Catálogo sistemático [della] raccolta zoologica Pula Dolfin Boldu di Venezia,1935
332,Willa Cather,Ernest Hemingway,A lost lady,1936
333,duc de Vicence Armand-Augustin-Louis de Caulaincourt,Ernest Hemingway,"With Napoleon in Russia; the memoirs of General de Caulaincourt, duke of Vicenza",1935
334,Vivian Caulfeild,Ernest Hemingway,How to ski and how not to,1924
335,Lord David Cecil,Ernest Hemingway,"The young Melbourne, and the story of his marriage with Caroline Lamb",1939
336,Blaise Cendrars,Ernest Hemingway,Le plan de l'aiguille,1927
337,Miguel de Cervantes,Ernest Hemingway,Don Quixote of la Mancha,1936
338,Marc Chadourne,Ernest Hemingway,Vasco,1927
