,Book Author,Book Owner,Publication Year
120,Oliver Wendell Holmes              ,e.e. cummings,1890
121,Henry James              ,e.e. cummings,1899
122,Vicente Blasco Ibáñez              ,e.e. cummings,1898
123,Edward Augustus Freeman,James Joyce,1895
124,nan,e.e. cummings,1890
125,Mabel Osgood Wright              ,e.e. cummings,1895
126,nan,e.e. cummings,1897
127,nan,e.e. cummings,1896
128,E. V Lucas              ,e.e. cummings,1898
129,William Bradford              ,e.e. cummings,1898
130,Hugh Allingham  ,W.B. Yeats,1897
131,William Allingham  ,W.B. Yeats,1893
132,William Allingham  ,W.B. Yeats,1890
133,William Archer  ,W.B. Yeats,1890
134,Matthew Arnold  ,W.B. Yeats,1895
135,Matthew Arnold  ,W.B. Yeats,1890
136,Matthew Arnold  ,W.B. Yeats,1891
137,Saint Augustine  ,W.B. Yeats,1898
138,Albrecht Dürer  ,W.B. Yeats,1894
139,Romesh Chunder Dutt  ,W.B. Yeats,1895
140,Karl von Eckartshausen  ,W.B. Yeats,1896
141,William Kirkpatrick Magee  ,W.B. Yeats,1899
142,William Kirkpatrick Magee  ,W.B. Yeats,1899
143,Edwin John Ellis  ,W.B. Yeats,1895
144,Edwin John Ellis  ,W.B. Yeats,1893
145,Frederick Startridge Ellis  ,W.B. Yeats,1892
146,Juliana Horatia Ewing  ,W.B. Yeats,1899
147,S. S. D. D.  ,W.B. Yeats,1896
148,Sir Samuel Ferguson  ,W.B. Yeats,1897
149,Gustave Flaubert  ,W.B. Yeats,1896
150,Gustave Flaubert  ,W.B. Yeats,1898
151,Gustave Flaubert  ,W.B. Yeats,1895
152,Lucy Mary Jane Garnett  ,W.B. Yeats,1896
153,Richard Garnett  ,W.B. Yeats,1892
154,Manmohan Ghose  ,W.B. Yeats,1898
155,Edward Gibbon  ,W.B. Yeats,1896
156,Comte. Eugène Goblet D'Alviella  ,W.B. Yeats,1894
157,Johann Wolfgang von Goethe  ,W.B. Yeats,1898
158,Edmund Gosse  ,W.B. Yeats,1896
159,John Gray  ,W.B. Yeats,1896
160,Right Hon. William Gregory  ,W.B. Yeats,1898
161,Sir William Henry Gregory  ,W.B. Yeats,1894
162,pseud. [i.e. Benjamin Henry Jesse Francis Shepard.] Francis Grierson  ,W.B. Yeats,1899
163,Arthur Henry Hallam  ,W.B. Yeats,1893
164,Edwin Sidney Hartland  ,W.B. Yeats,1890
165,Franz Hartmann  ,W.B. Yeats,1891
166,Franz Hartmann  ,W.B. Yeats,1896
167,Gerhart Hauptmann  ,W.B. Yeats,1899
168,Georg Wilhelm Friedrich Hegel  ,W.B. Yeats,1892
169,William Ernest Henley  ,W.B. Yeats,1898
170,Franz Hettinger  ,W.B. Yeats,1894
171,Edmond Gore Alexander Holmes  ,W.B. Yeats,1899
172,Nora Hopper  ,W.B. Yeats,1896
173,Nora Hopper  ,W.B. Yeats,1896
174,Herbert Percy Horne  ,W.B. Yeats,1891
175,William Thomas Horton  ,W.B. Yeats,1898
176,Laurence Binyon  ,W.B. Yeats,1896
177,Bjørnstjerne Bjørnson  ,W.B. Yeats,1893
178,William Blake  ,W.B. Yeats,1892
179,William Blake  ,W.B. Yeats,1893
180,William Blake  ,W.B. Yeats,1890
181,William Blake  ,W.B. Yeats,1893
182,William Blake  ,W.B. Yeats,1893
183,William Blake  ,W.B. Yeats,1890
184,William Blake  ,W.B. Yeats,1893
185,William Blake  ,W.B. Yeats,1893
186,Douglas Hyde  ,W.B. Yeats,1899
187,Irish Texts Society (London)  ,W.B. Yeats,1899
188,Iamblichus  ,W.B. Yeats,1895
189,Henrik Ibsen  ,W.B. Yeats,1890
190,William Kirkpatrick Magee  ,W.B. Yeats,1895
191,[N.auth]  ,W.B. Yeats,1893
192,[N.auth]  ,W.B. Yeats,1894
193,[N.auth]  ,W.B. Yeats,1894
194,[N.auth]  ,W.B. Yeats,1894
195,[N.auth]  ,W.B. Yeats,1897
196,[N.auth]  ,W.B. Yeats,1897
197,The Rhymers' Club  ,W.B. Yeats,1892
198,Robert Bridges  ,W.B. Yeats,1892
199,Robert Seymour Bridges  ,W.B. Yeats,1890
200,Robert Seymour Bridges  ,W.B. Yeats,1894
201,Robert Bridges  ,W.B. Yeats,1896
202,Robert Seymour Bridges  ,W.B. Yeats,1890
203,William James  ,W.B. Yeats,1898
204,William James  ,W.B. Yeats,1899
205,Lionel Pigot Johnson  ,W.B. Yeats,1894
206,Lionel Pigot Johnson  ,W.B. Yeats,1897
207,Lionel Pigot Johnson  ,W.B. Yeats,1895
208,Ben Jonson  ,W.B. Yeats,1894
209,Ben Jonson  ,W.B. Yeats,1890
210,Richard Ashe King  ,W.B. Yeats,1895
211,Robert Kirk  ,W.B. Yeats,1893
212,James Fintan Lalor  ,W.B. Yeats,1895
213,Charles Lamb  ,W.B. Yeats,1898
214,William Larminie  ,W.B. Yeats,1892
215,William Law  ,W.B. Yeats,1893
216,Joseph Sheridan Le Fanu  ,W.B. Yeats,1896
217,Alain René Le Sage  ,W.B. Yeats,1897
218,Eliphas Lévi  ,W.B. Yeats,1896
219,Eliphas Lévi  ,W.B. Yeats,1896
220,Frederick Litchfield  ,W.B. Yeats,1899
221,Michael MacDonagh  ,W.B. Yeats,1896
222,Fiona Macleod  ,W.B. Yeats,1897
223,George Henderson  ,W.B. Yeats,1899
224,Maurice Maeterlinck  ,W.B. Yeats,1894
225,Sir Thomas Malory  ,W.B. Yeats,1893
226,Marguerite of Navarre  ,W.B. Yeats,1896
227,Henry Currie Marillier  ,W.B. Yeats,1899
228,George Robert Stow Mead  ,W.B. Yeats,1896
229,Johann Wilhelm Meinhold  ,W.B. Yeats,1894
230,Hugh Walker  ,W.B. Yeats,1897
231,Bran Son of Febal  ,W.B. Yeats,1895
232,John Milton  ,W.B. Yeats,1896
233,John Milton  ,W.B. Yeats,1898
234,George Moore  ,W.B. Yeats,1898
235,George Moore  ,W.B. Yeats,1898
236,William Morris  ,W.B. Yeats,1899
237,William Morris  ,W.B. Yeats,1891
238,William Morris  ,W.B. Yeats,1899
239,William Morris  ,W.B. Yeats,1893
240,William Morris  ,W.B. Yeats,1896
241,William Morris  ,W.B. Yeats,1891
242,Alfred de Musset  ,W.B. Yeats,1890
243,Alfred de Musset  ,W.B. Yeats,1890
244,Editors of The National Observer  ,W.B. Yeats,1892
245,Editors of The National Observer  ,W.B. Yeats,1893
246,John Trivett Nettleship  ,W.B. Yeats,1890
247,Friedrich Wilhelm Nietzsche  ,W.B. Yeats,1899
248,Friedrich Wilhelm Nietzsche  ,W.B. Yeats,1899
249,Alfred Trübner Nutt  ,W.B. Yeats,1899
250,Alfred Trübner Nutt  ,W.B. Yeats,1899
251,Charles Stewart Parnell  ,W.B. Yeats,1898
252,F. Hugh O'Donnell  ,W.B. Yeats,1899
253,David James O'Donoghue  ,W.B. Yeats,1896
254,David James O'Donoghue  ,W.B. Yeats,1897
255,David J. O'Donoghue  ,W.B. Yeats,1892
256,Standish O'Grady  ,W.B. Yeats,1894
257,Standish O'Grady  ,W.B. Yeats,1892
258,Standish O'Grady  ,W.B. Yeats,1894
259,Omar Khayyám  ,W.B. Yeats,1899
260,C. Hazelwood Shannon  ,W.B. Yeats,1896
261,C. Hazelwood Shannon  ,W.B. Yeats,1896
262,Paracelsus  ,W.B. Yeats,1894
263,Walter Pater  ,W.B. Yeats,1893
264,Coventry Kersey Dighton Patmore  ,W.B. Yeats,1898
265,Thomas Love Peacock  ,W.B. Yeats,1891
266,Thomas Vaughan  ,W.B. Yeats,1896
267,Ruth J. Pitt  ,W.B. Yeats,1893
268,Plotinus  ,W.B. Yeats,1895
269,Plutarch  ,W.B. Yeats,1899
270,Plutarch  ,W.B. Yeats,1899
271,Edgar Allan Poe  ,W.B. Yeats,1899
272,the Philosopher Porphyry  ,W.B. Yeats,1896
273,Ernest Renan  ,W.B. Yeats,1896
274,Ernest Rhys  ,W.B. Yeats,1898
275,Forbes Robinson  ,W.B. Yeats,1896
276,Albert de Rochas d'Aiglun  ,W.B. Yeats,1893
277,Dante Gabriel Rossetti  ,W.B. Yeats,1897
278,Dante Gabriel Rossetti  ,W.B. Yeats,1897
279,Edward Woodall Naylor,James Joyce,1896
280,William Shakespeare,James Joyce,1890
281,Elizabeth Barrett Browning  ,W.B. Yeats,1896
282,John Burnet  ,W.B. Yeats,1892
283,Moritz Busch  ,W.B. Yeats,1899
284,Samuel Calvert  ,W.B. Yeats,1893
285,John Gregorson Campbell  ,W.B. Yeats,1891
286,William Carleton  ,W.B. Yeats,1899
287,William Carleton  ,W.B. Yeats,1896
288,Anatole Cerfberr  ,W.B. Yeats,1893
289,Charubel  ,W.B. Yeats,1898
290,Heli Chatelain  ,W.B. Yeats,1894
291,Thomas Chatterton  ,W.B. Yeats,1898
292,Geoffrey Chaucer  ,W.B. Yeats,1896
293,Marcus Tullius Cicero  ,W.B. Yeats,1894
294,Samuel Taylor Coleridge  ,W.B. Yeats,1894
295,Clifton W Collins  ,W.B. Yeats,1897
296,William Congreve  ,W.B. Yeats,1895
297,S. S. Curry  ,W.B. Yeats,1896
298,S. S. Curry  ,W.B. Yeats,1891
299,Robert Louis Stevenson              ,e.e. cummings,1895
300,Frank P. W Bellew              ,e.e. cummings,1895
301,Jeremiah Curtin  ,W.B. Yeats,1894
302,Dante Alighieri  ,W.B. Yeats,1892
303,Dante Alighieri  ,W.B. Yeats,1899
304,Dante Alighieri  ,W.B. Yeats,1892
305,John Davidson  ,W.B. Yeats,1891
306,James Davies  ,W.B. Yeats,1897
307,Thomas Osborne Davis  ,W.B. Yeats,1890
308,nan,e.e. cummings,1894
309,William Bodham Donne  ,W.B. Yeats,1898
310,Ernest Christopher Dowson  ,W.B. Yeats,1899
311,Ernest Christopher Dowson  ,W.B. Yeats,1896
312,G. R. S. Mead  ,W.B. Yeats,1895
313,[N.auth]  ,W.B. Yeats,1892
314,Sir Charles Gavan Duffy  ,W.B. Yeats,1895
315,Sir Charles Gavan Duffy  ,W.B. Yeats,1896
316,Max Beerbohm              ,e.e. cummings,1896
317,E_mile Zola  ,W.B. Yeats,1898
318,Zoroaster  ,W.B. Yeats,1895
319,Henry James              ,e.e. cummings,1897
320,William Butler Yeats  ,W.B. Yeats,1891
321,nan,e.e. cummings,1899
322,P.T. Barnum              ,e.e. cummings,1891
323,Helen Hunt Jackson              ,e.e. cummings,1890
324,Alphonse Daudet              ,e.e. cummings,1891
325,Thomas More              ,e.e. cummings,1898
326,Mabel Osgood Wright              ,e.e. cummings,1896
327,William Shakespeare              ,e.e. cummings,1898
328,Henry James              ,e.e. cummings,1897
329,Ludwig Hans Fischer              ,e.e. cummings,1890
330,Marcus Aurelius              ,e.e. cummings,1892
331,Kate Douglas Wiggin              ,e.e. cummings,1898
332,Josiah Royce              ,e.e. cummings,1898
333,Helen Hunt Jackson              ,e.e. cummings,1890
334,J.J. Jusserland              ,e.e. cummings,1899
335,Robert Browning              ,e.e. cummings,1894
336,Nathaniel Hawthorne              ,e.e. cummings,1892
337,Thomas Hardy              ,e.e. cummings,1895
338,nan,e.e. cummings,1894
339,Alfred Lord Tennyson              ,e.e. cummings,1898
340,John Keats              ,e.e. cummings,1896
341,Percy Bysshe Shelley              ,e.e. cummings,1892
342,Thomas Nuttall              ,e.e. cummings,1896
343,Robert Browning              ,e.e. cummings,1895
344,Sir Richard Francis Burton              ,e.e. cummings,1893
345,Shint_ Kuroda              ,e.e. cummings,1893
346,James W. Buel              ,e.e. cummings,1899
347,Mary Eleanor Wilkins Freeman              ,e.e. cummings,1891
348,Walter Pater              ,e.e. cummings,1898
349,nan,e.e. cummings,1893
350,Henrik Ibsen              ,e.e. cummings,1895
351,J. M. Barrie              ,e.e. cummings,1892
352,Frank Bolles              ,e.e. cummings,1895
353,Leo Tolstoy              ,e.e. cummings,1890
354,Charles Nelson Kent              ,e.e. cummings,1898
355,Victor Hugo              ,e.e. cummings,1891
356,Mrs. Humphry Ward              ,e.e. cummings,1892
357,Edward. Knobel              ,e.e. cummings,1896
358,nan,e.e. cummings,1899
359,F. Schuyler Mathews              ,e.e. cummings,1895
360,Nathaniel Southgate Shaler              ,e.e. cummings,1895
361,John Webster              ,e.e. cummings,1896
362,Elizabeth Cleghorn Gaskell              ,e.e. cummings,1892
363,Elizabeth Cleghorn Gaskell              ,e.e. cummings,1898
364,J. T. Trowbridge              ,e.e. cummings,1891
365,Edmond Rostand              ,e.e. cummings,1899
366,Edward Knobel              ,e.e. cummings,1895
367,William Shakespeare              ,e.e. cummings,1899
368,William Shakespeare              ,e.e. cummings,1898
369,John Keats              ,e.e. cummings,1899
370,Sir Thomas Browne  ,W.B. Yeats,1896
371,George William Russell  ,W.B. Yeats,1894
372,W. P. Ryan  ,W.B. Yeats,1894
373,Sa_d_.  ,W.B. Yeats,1890
374,Sappho  ,W.B. Yeats,1895
375,Arthur Schopenhauer  ,W.B. Yeats,1896
376,Arthur Schopenhauer  ,W.B. Yeats,1891
377,Walter Scott  ,W.B. Yeats,1899
378,Olivia Shakespear  ,W.B. Yeats,1896
379,Olivia Shakespear  ,W.B. Yeats,1895
380,Olivia Shakespear  ,W.B. Yeats,1894
381,William Shakespeare  ,W.B. Yeats,1893
382,Elizabeth A. Sharp  ,W.B. Yeats,1896
383,William Sharp  ,W.B. Yeats,1896
384,Percy Bysshe Shelley  ,W.B. Yeats,1898
385,Dora Sigerson Shorter  ,W.B. Yeats,1899
386,Dora Sigerson Shorter  ,W.B. Yeats,1898
387,George Sigerson  ,W.B. Yeats,1897
388,Joseph Skipsey  ,W.B. Yeats,1892
389,Tobias Smollett  ,W.B. Yeats,1890
390,Tobias George Smollett  ,W.B. Yeats,1890
391,Tobias Smollett  ,W.B. Yeats,1890
392,Tobias Smollett  ,W.B. Yeats,1890
393,Tobias Smollett  ,W.B. Yeats,1890
394,Sophocles  ,W.B. Yeats,1892
395,Count Stanislaus Eric Stenbock  ,W.B. Yeats,1893
396,John Story  ,W.B. Yeats,1891
397,Sir John Suckling  ,W.B. Yeats,1896
398,Emanuel Swedenborg  ,W.B. Yeats,1891
399,Emanuel Swedenborg  ,W.B. Yeats,1891
400,John Addington Symonds  ,W.B. Yeats,1893
401,Arthur Symons  ,W.B. Yeats,1897
402,Arthur Symons  ,W.B. Yeats,1899
403,Arthur Symons  ,W.B. Yeats,1897
404,Arthur Symons  ,W.B. Yeats,1892
405,Arthur Symons  ,W.B. Yeats,1896
406,Arthur Symons  ,W.B. Yeats,1897
407,Arthur Symons  ,W.B. Yeats,1899
408,William Morris  ,W.B. Yeats,1898
409,John Francis Taylor  ,W.B. Yeats,1896
410,Francis Thompson  ,W.B. Yeats,1897
411,Francis Thompson  ,W.B. Yeats,1894
412,[N.auth]  ,W.B. Yeats,1890
413,Sir John Vanbrugh  ,W.B. Yeats,1896
414,Giorgio Vasari  ,W.B. Yeats,1897
415,Robert Alfred Vaughan  ,W.B. Yeats,1895
416,Emile Verhaeren  ,W.B. Yeats,1898
417,comte de Auguste Villers de L&#039;Isle-Adam  ,W.B. Yeats,1890
418,Richard Wagner  ,W.B. Yeats,1899
419,William Wallace  ,W.B. Yeats,1894
420,Izaak Walton  ,W.B. Yeats,1897
421,Sir Adolphus William Ward  ,W.B. Yeats,1898
422,Charles Weekes  ,W.B. Yeats,1893
423,Jessie Laidlay Weston  ,W.B. Yeats,1899
424,Lady Wilde  ,W.B. Yeats,1890
425,Oscar Wilde  ,W.B. Yeats,1891
426,John Worcester  ,W.B. Yeats,1895
427,William Wordsworth  ,W.B. Yeats,1892
428,William Wordsworth  ,W.B. Yeats,1896
429,Thomas Wright  ,W.B. Yeats,1894
430,Frances Wynne  ,W.B. Yeats,1890
431,W.B. Yeats  ,W.B. Yeats,1893
432,W.B. Yeats  ,W.B. Yeats,1892
433,W.B. Yeats  ,W.B. Yeats,1891
434,W.B. Yeats  ,W.B. Yeats,1894
435,W.B. Yeats  ,W.B. Yeats,1895
436,W.B. Yeats  ,W.B. Yeats,1897
437,W.B. Yeats  ,W.B. Yeats,1897
438,W.B. Yeats  ,W.B. Yeats,1897
439,W.B. Yeats  ,W.B. Yeats,1897
440,W.B. Yeats  ,W.B. Yeats,1892
441,W.B. Yeats  ,W.B. Yeats,1892
442, Francis Thompson ,Virginia Woolf,1894
443, Henry Trimen ,Virginia Woolf,1893
444, Edward Gibbon ,Virginia Woolf,1896
445, George Meredith ,Virginia Woolf,1897
446, Peace and Truth ,Virginia Woolf,1890
447, George Meredith ,Virginia Woolf,1898
448, Sir Leslie Stephen ,Virginia Woolf,1899
449, Sir Leslie Stephen ,Virginia Woolf,1898
450, Harry Lushington Stephen ,Virginia Woolf,1899
451, Gerhart Hauptmann ,Virginia Woolf,1899
452, Peace Society ,Virginia Woolf,1899
453, Joseph Texte ,Virginia Woolf,1899
454, Robert Wilson Ievers ,Virginia Woolf,1899
455, Titus Maccius Plautus ,Virginia Woolf,1899
456, Sir Frederick Pollock ,Virginia Woolf,1899
457, Goldwin Smith ,Virginia Woolf,1899
458, Sir Thomas Malory ,Virginia Woolf,1899
459, Alfred Thayer Mahan ,Virginia Woolf,1899
460, Howard Saunders ,Virginia Woolf,1899
461, Karl Baedeker ,Virginia Woolf,1899
462, George John Romanes ,Virginia Woolf,1899
463, Sir Leslie Stephen ,Virginia Woolf,1899
464, Charles M. Marchand ,Virginia Woolf,1899
465, Francis Turne Palgrave ,Virginia Woolf,1899
466, John Earle ,Virginia Woolf,1899
467, Robert Peel ,Virginia Woolf,1891
468, James Thomson ,Virginia Woolf,1899
469, Goldwin Smith ,Virginia Woolf,1899
470, Samuel Taylor Coleridge ,Virginia Woolf,1899
471, Richard Jäschke ,Virginia Woolf,1899
472, William Evans Darby ,Virginia Woolf,1899
473, Finley Peter Dunne ,Virginia Woolf,1899
474, Omar Khayyam ,Virginia Woolf,1899
475, Omar Khayyam ,Virginia Woolf,1899
476, Omar Khayyam ,Virginia Woolf,1899
477, James Payn ,Virginia Woolf,1899
478, James Payn ,Virginia Woolf,1899
479, Mary Sibylla Holland ,Virginia Woolf,1899
480, Ralph Waldo Emerson ,Virginia Woolf,1899
481, Ralph Waldo Emerson ,Virginia Woolf,1899
482, Henrietta Anne Huxley ,Virginia Woolf,1899
483, Mrs. Margaret Oliphant ,Virginia Woolf,1899
484, Jules Michelet ,Virginia Woolf,1899
485, Edmund Spenser ,Virginia Woolf,1899
486, João Ribeiro ,Virginia Woolf,1899
487, Sankaracarya ,Virginia Woolf,1899
488, Samuel Rawson Gardiner ,Virginia Woolf,1899
489, William Reynell Anson ,Virginia Woolf,1898
490, Sri Lanka Commission ,Virginia Woolf,1898
491, Herbert Albert Laurens Fisher ,Virginia Woolf,1898
492, Thomas Babington Macaulay ,Virginia Woolf,1898
493, Thomas à Kempis ,Virginia Woolf,1898
494, Edward Gibbon ,Virginia Woolf,1898
495, Jikiri Banda Yatawara ,Virginia Woolf,1898
496, Thomas Carlyle ,Virginia Woolf,1898
497, Thomas Hardy ,Virginia Woolf,1898
498, Alexandre Dumas ,Virginia Woolf,1898
499, Ben Jonson ,Virginia Woolf,1898
500, Alicia A. Leith ,Virginia Woolf,1898
501, George Meredith ,Virginia Woolf,1898
502, Anne Emily Newdigate ,Virginia Woolf,1898
503, Herbert Maxwell ,Virginia Woolf,1898
504, George Meredith ,Virginia Woolf,1898
505, Mrs. Humphry Ward ,Virginia Woolf,1898
506, Wilfred Whitten ,Virginia Woolf,1898
507, William Shakespeare ,Virginia Woolf,1898
508, Rudyard Kipling ,Virginia Woolf,1898
509, William Watson ,Virginia Woolf,1898
510, Thomas Wyatt ,Virginia Woolf,1898
511, Thomas Kyd ,Virginia Woolf,1898
512, William Shakespeare ,Virginia Woolf,1898
513, Elizabeth Barrett Browning ,Virginia Woolf,1898
514, Pier Desiderio Pasolini ,Virginia Woolf,1898
515, Ferdinand E. A. Gasc ,Virginia Woolf,1898
516, Dante Alighieri ,Virginia Woolf,1898
517, Walter Pater ,Virginia Woolf,1898
518, James Anthony Froude ,Virginia Woolf,1897
519, Robert Browning ,Virginia Woolf,1897
520, Mary Sibylla Holland ,Virginia Woolf,1898
521, Mary Sibylla Holland ,Virginia Woolf,1898
522, George Walter Prothero ,Virginia Woolf,1898
523, Maud C. Holland ,Virginia Woolf,1898
524, William Shakespeare ,Virginia Woolf,1898
525, Arthur Young ,Virginia Woolf,1898
526, Wilfrid Scawen Blunt ,Virginia Woolf,1898
527, John Ball ,Virginia Woolf,1898
528, Francis St. John Thackeray ,Virginia Woolf,1898
529, Francis St. John Thackeray ,Virginia Woolf,1898
530, Arthur Hugh Clough ,Virginia Woolf,1898
531, Thomas Carlyle ,Virginia Woolf,1898
532, William Ernest Henley ,Virginia Woolf,1898
533, Hannah Lynch ,Virginia Woolf,1898
534, Geoffrey Chaucer ,Virginia Woolf,1898
535, Henry Cave ,Virginia Woolf,1893
536, Aubrey De Vere ,Virginia Woolf,1897
537, Henry James ,Virginia Woolf,1897
538, William James ,Virginia Woolf,1896
539, Homer ,Virginia Woolf,1897
540, Herodotus ,Virginia Woolf,1897
541, Matthew Arnold ,Virginia Woolf,1897
542, Francis Turner Palgrave ,Virginia Woolf,1897
543, Samuel Lover ,Virginia Woolf,1897
544, Sir Thomas Browne ,Virginia Woolf,1897
545, Frederic William Maitland ,Virginia Woolf,1897
546, Plato ,Virginia Woolf,1897
547, Homer ,Virginia Woolf,1897
548, Plato ,Virginia Woolf,1897
549, Lord Alfred Tennyson ,Virginia Woolf,1897
550, Aristophanes ,Virginia Woolf,1897
551, Juvenal ,Virginia Woolf,1897
552, Jonathan Swift ,Virginia Woolf,1897
553, William Mitchell Ramsay ,Virginia Woolf,1897
